Title,Img,Url,Price_old,Price_new
"PRX Powermatic 80 Automatic Blue Dial Men's Watch T137.407.11.041.00","https://cdn2.jomashop.com/media/catalog/product/cache/df24c858758eb768757877f23cd17493/t/i/tissot-tclassic-automatic-blue-dial-mens-watch-t1374071104100-t1374071104100_2.jpg?width=350&height=350","https://www.jomashop.com/tissot-t-classic-automatic-blue-dial-mens-watch-t137-407-11-041-00.html","$725.00","$549.00"
"Premier B01 42mm Chronograph Automatic Chronometer Green Dial Men's Watch AB0118221L1A1","https://cdn2.jomashop.com/media/catalog/product/cache/df24c858758eb768757877f23cd17493/b/r/breitling-premier-b01-42mm-chronograph-automatic-chronometer-green-dial-mens-watch-ab0118221l1a1_2.jpg?width=350&height=350","https://www.jomashop.com/breitling-premier-b01-42mm-chronograph-automatic-chronometer-green-dial-mens-watch-ab0118221l1a1.html","$9,100.00","$5,995.00"
